seqnames_dar,start_dar,end_dar,width_dar,strand_dar,cell_type_dar,logFC_dar,distance,seqnames_degs,start_deg,end_deg,width_deg,strand_deg,cell_type_deg,gene_name,gene_biotype,DAR_deg_overlap,log2FC_deg
chr12,6605244,6605744,501,*,CD8+_T_Cells,0.236529501,159859,chr12,6442885,6445384,2500,*,gdT,CD27,LRG_gene,FALSE,-0.314155023
chr5,132664052,132664552,501,*,CD8+_T_Cells,0.161827576,181943,chr5,132479609,132482108,2500,*,CD4_TEM,IRF1,protein_coding,FALSE,-0.154547531
chr17,67452695,67453195,501,*,CD8+_T_Cells,0.130486204,1149559,chr17,66300636,66303135,2500,*,CD4_Naive,PRKCA,protein_coding,FALSE,-0.145879347
chr3,141403554,141404054,501,*,CD8+_T_Cells,0.154944499,80992,chr3,141485047,141487546,2500,*,CD4_Naive,RASA2,protein_coding,FALSE,-0.190075831
chr11,65639516,65640016,501,*,CD8+_T_Cells,0.154946734,11579,chr11,65651596,65654095,2500,*,CD8_TCM,RELA,protein_coding,TRUE,0.138396752
chrX,149939776,149940276,501,*,CD8+_T_Cells,-0.128208435,462286,chrX,149474990,149477489,2500,*,CD4_CTL,IDS,protein_coding,FALSE,0.138956458
chr17,35889121,35889621,501,*,CD8+_T_Cells,0.158278305,17130,chr17,35869491,35871990,2500,*,MAIT,CCL5,protein_coding,FALSE,-0.1478669
chr3,177201641,177202141,501,*,CD8+_T_Cells,0.153184045,4695633,chr3,172503508,172506007,2500,*,CD14_Mono,TNFSF10,protein_coding,FALSE,-0.319516699
chr5,39176991,39177491,501,*,CD8+_T_Cells,0.207422053,238572,chr5,38935919,38938418,2500,*,CD4_Naive,RICTOR,protein_coding,FALSE,-0.201801201
chr20,57389071,57389571,501,*,CD8+_T_Cells,-0.216219558,0,chr20,57389407,57391906,2500,*,CD4_CTL,RBM38,protein_coding,FALSE,0.145406674
chr17,49817953,49818453,501,*,CD8+_T_Cells,0.167566388,413404,chr17,49402049,49404548,2500,*,CD4_CTL,PHB,protein_coding,FALSE,0.153529828
chr3,111541868,111542368,501,*,CD8+_T_Cells,0.152707744,248649,chr3,111290719,111293218,2500,*,NK_CD56bright,CD96,protein_coding,FALSE,0.163556995
chr11,85756298,85756798,501,*,CD8+_T_Cells,0.156810466,96090,chr11,85657708,85660207,2500,*,CD4_Naive,CREBZF,protein_coding,FALSE,-0.15019271
chr17,74453964,74454464,501,*,CD8+_T_Cells,-0.157491,9951,chr17,74464416,74466915,2500,*,CD16_Mono,CD300A,protein_coding,FALSE,-0.183756494
chr10,62051012,62051512,501,*,CD8+_T_Cells,0.13802875,129522,chr10,62181035,62183534,2500,*,Treg,RTKN2,protein_coding,FALSE,0.1459713
chr17,83079329,83079829,501,*,CD8+_T_Cells,-0.163538531,0,chr17,83077691,83080190,2500,*,CD4_CTL,METRNL,protein_coding,FALSE,0.126466065
chr18,9914899,9915399,501,*,CD8+_T_Cells,0.224529011,206234,chr18,9706165,9708664,2500,*,CD14_Mono,RAB31,protein_coding,FALSE,-0.136676982
chr3,56790296,56790796,501,*,CD8+_T_Cells,0.16992895,778566,chr3,57569363,57571862,2500,*,CD16_Mono,ARF4,protein_coding,FALSE,-0.128927342
chr14,69625321,69625821,501,*,CD8+_T_Cells,0.163637253,99078,chr14,69724900,69727399,2500,*,cDC2,SRSF5,protein_coding,FALSE,-0.379385673
chr4,83084087,83084587,501,*,CD8+_T_Cells,-0.174273958,3460,chr4,83088048,83090547,2500,*,CD14_Mono,PLAC8,protein_coding,FALSE,-0.192576985
chr6,81753137,81753637,501,*,CD8+_T_Cells,-0.170451166,2551392,chr6,79199245,79201744,2500,*,CD4_TEM,HMGN3,protein_coding,FALSE,-0.132255479
chr4,36281328,36281828,501,*,CD8+_T_Cells,0.172803952,332607,chr4,35946221,35948720,2500,*,CD4_CTL,ARAP2,protein_coding,FALSE,-0.13380523
chr20,63553229,63553729,501,*,CD8+_T_Cells,0.128996541,32005,chr20,63518724,63521223,2500,*,CD8_TCM,PPDPF,protein_coding,FALSE,-0.254138156
chr1,1890867,1891367,501,*,CD8+_T_Cells,0.160422203,187637,chr1,1700730,1703229,2500,*,CD4_CTL,CDK11A,protein_coding,FALSE,-0.259197778
chr14,35203887,35204387,501,*,CD8+_T_Cells,0.220580139,72245,chr14,35276633,35279132,2500,*,Treg,PSMA6,protein_coding,FALSE,-0.126456913
chr7,99142360,99142860,501,*,CD8+_T_Cells,-0.192381921,229388,chr7,99372249,99374748,2500,*,CD14_Mono,ARPC1B,protein_coding,FALSE,-0.209149164
chr4,186204175,186204675,501,*,CD8+_T_Cells,-0.206962247,1448080,chr4,184753595,184756094,2500,*,CD14_Mono,ACSL1,protein_coding,FALSE,0.415363041
chr10,84328893,84329393,501,*,CD8+_T_Cells,0.221129479,0,chr10,84326586,84329085,2500,*,NK_CD56bright,CCSER2,protein_coding,FALSE,0.188417276
chr13,39038108,39038608,501,*,CD8+_T_Cells,-0.130429584,1429344,chr13,40467953,40470452,2500,*,CD4_TEM,FOXO1,protein_coding,FALSE,0.135833755
chr6,35601763,35602263,501,*,CD8+_T_Cells,0.157959146,27678,chr6,35571585,35574084,2500,*,CD4_CTL,FKBP5,protein_coding,FALSE,0.236504209
chr1,107786436,107786936,501,*,CD8+_T_Cells,0.252062611,1181277,chr1,108968214,108970713,2500,*,cDC2,WDR47,protein_coding,FALSE,-0.211403579
chr17,40322984,40323484,501,*,CD8+_T_Cells,0.127789989,13292,chr17,40307192,40309691,2500,*,CD16_Mono,RARA,protein_coding,FALSE,-0.161407269
chr10,13107953,13108453,501,*,CD8+_T_Cells,0.213276603,1408103,chr10,14516557,14519056,2500,*,CD8_TCM,FAM107B,protein_coding,FALSE,0.22346599
chr2,127829826,127830326,501,*,CD8+_T_Cells,0.249904173,393119,chr2,127434207,127436706,2500,*,CD16_Mono,IWS1,protein_coding,FALSE,-0.132656431
chr22,44493121,44493621,501,*,CD8+_T_Cells,0.153479177,172925,chr22,44666547,44669046,2500,*,gdT,PRR5,protein_coding,FALSE,0.20407042
chr14,91229640,91230140,501,*,CD8+_T_Cells,0.137533052,39182,chr14,91269323,91271822,2500,*,CD8_TEM,CCDC88C,protein_coding,FALSE,-0.145242065
chr7,130990399,130990899,501,*,CD8+_T_Cells,0.155039596,48139,chr7,130939760,130942259,2500,*,Treg,LINC-PINT,antisense,FALSE,-0.187039198
chr22,30289530,30290030,501,*,CD8+_T_Cells,-0.126957788,26201,chr22,30260829,30263328,2500,*,CD14_Mono,OSM,protein_coding,FALSE,-0.148560855
chr12,6964995,6965495,501,*,CD8+_T_Cells,-0.144256707,0,chr12,6963327,6965826,2500,*,CD8_TEM,PHB2,protein_coding,FALSE,0.131220267
chr15,60649790,60650290,501,*,CD8+_T_Cells,0.197661288,161006,chr15,60486284,60488783,2500,*,CD4_CTL,RORA,protein_coding,FALSE,-0.155280803
chr8,102107899,102108399,501,*,CD8+_T_Cells,0.198442902,420856,chr8,101684543,101687042,2500,*,CD4_CTL,NCALD,protein_coding,FALSE,-0.150089561
chr19,1941909,1942409,501,*,CD8+_T_Cells,0.238170059,64599,chr19,1874810,1877309,2500,*,MAIT,ABHD17A,protein_coding,FALSE,-0.174965824
chr6,44221499,44221999,501,*,CD8+_T_Cells,-0.201113178,22166,chr6,44244166,44246665,2500,*,CD14_Mono,HSP90AB1,protein_coding,FALSE,-0.160541445
chr3,141487636,141488136,501,*,CD8+_T_Cells,0.14129908,89,chr3,141485047,141487546,2500,*,CD4_Naive,RASA2,protein_coding,FALSE,-0.190075831
chr2,70068964,70069464,501,*,CD8+_T_Cells,0.302137774,224510,chr2,70293975,70296474,2500,*,CD4_CTL,FAM136A,protein_coding,FALSE,-0.152271461
chr20,56358619,56359119,501,*,CD8+_T_Cells,-0.134121195,1030287,chr20,57389407,57391906,2500,*,CD4_CTL,RBM38,protein_coding,FALSE,0.145406674
chr17,48505757,48506257,501,*,CD8+_T_Cells,0.195786152,371817,chr17,48131440,48133939,2500,*,B_intermediate,SKAP1,protein_coding,FALSE,-0.185567955
chr9,133148281,133148781,501,*,CD8+_T_Cells,0.236929322,50061,chr9,133095720,133098219,2500,*,CD14_Mono,RALGDS,protein_coding,FALSE,0.157062558
chr8,130244814,130245314,501,*,CD8+_T_Cells,0.174987557,2508880,chr8,127733434,127735933,2500,*,CD4_Naive,MYC,protein_coding,FALSE,0.126291425
chr2,96536958,96537458,501,*,CD8+_T_Cells,0.141969634,0,chr2,96534743,96537242,2500,*,CD4_TEM,ARID5A,protein_coding,FALSE,0.128278571
chr11,65574710,65575210,501,*,CD8+_T_Cells,0.218243588,0,chr11,65574038,65576537,2500,*,CD4_CTL,EHBP1L1,protein_coding,FALSE,-0.134275699
chr2,196160011,196160511,501,*,CD8+_T_Cells,0.186229981,804505,chr2,196965017,196967516,2500,*,CD8_TEM,ANKRD44,protein_coding,FALSE,-0.151931648
chr6,43629841,43630341,501,*,CD8+_T_Cells,0.198572647,117514,chr6,43509827,43512326,2500,*,CD14_Mono,YIPF3,protein_coding,FALSE,-0.13655933
chr1,120142787,120143287,501,*,CD8+_T_Cells,0.171096348,578635,chr1,120721923,120724422,2500,*,CD16_Mono,NBPF26,protein_coding,FALSE,0.183508212
chr19,19598658,19599158,501,*,CD8+_T_Cells,0.163585389,67637,chr19,19666796,19669295,2500,*,B_intermediate,ZNF101,protein_coding,FALSE,-0.137228683
chr6,27147244,27147744,501,*,CD8+_T_Cells,-0.188233414,13702,chr6,27131042,27133541,2500,*,CD8_TCM,HIST1H2AG,protein_coding,FALSE,-0.1377136
chr19,13836829,13837329,501,*,CD8+_T_Cells,0.146072767,675440,chr19,14512770,14515269,2500,*,CD8_TCM,DNAJB1,protein_coding,FALSE,-0.282855317
chr1,148481069,148481569,501,*,CD8+_T_Cells,0.20073860600000001,117574,chr1,148360995,148363494,2500,*,MAIT,LINC01138,lincRNA,FALSE,0.27458535
chr9,131234049,131234549,501,*,CD8+_T_Cells,0.229973151,107988,chr9,131123561,131126060,2500,*,CD16_Mono,NUP214,protein_coding,FALSE,-0.133084549
chr17,29615433,29615933,501,*,CD8+_T_Cells,-0.136951936,8004,chr17,29623938,29626437,2500,*,CD4_Naive,SSH2,protein_coding,FALSE,-0.236423128
chr11,67271647,67272147,501,*,CD8+_T_Cells,0.236052285,124035,chr11,67396183,67398682,2500,*,CD4_CTL,PPP1CA,protein_coding,FALSE,0.138896595
chr3,31462130,31462630,501,*,CD8+_T_Cells,0.20629697,1486943,chr3,32949574,32952073,2500,*,CD8_TCM,CCR4,protein_coding,FALSE,0.152903777
chr19,48649192,48649692,501,*,CD8+_T_Cells,-0.136525835,220699,chr19,48870392,48872891,2500,*,CD16_Mono,PPP1R15A,protein_coding,FALSE,0.395848445
chr20,35664022,35664522,501,*,CD8+_T_Cells,0.21066015,32749,chr20,35697272,35699771,2500,*,CD14_Mono,ROMO1,protein_coding,FALSE,0.155452709
chr21,17780494,17780994,501,*,CD8+_T_Cells,0.143760773,3294766,chr21,14483228,14485727,2500,*,CD16_Mono,SAMSN1,protein_coding,FALSE,0.222266497
chr8,123520249,123520749,501,*,CD8+_T_Cells,0.133929077,506585,chr8,123011164,123013663,2500,*,gdT,DERL1,protein_coding,FALSE,-0.146666729
chr10,3809442,3809942,501,*,CD8+_T_Cells,0.235754507,32946,chr10,3773996,3776495,2500,*,CD8_TEM,KLF6,protein_coding,FALSE,0.256114047
chr4,37977680,37978180,501,*,CD8+_T_Cells,-0.137836382,86093,chr4,37889087,37891586,2500,*,NK_CD56bright,TBC1D1,protein_coding,FALSE,0.133816885
chr1,154403498,154403998,501,*,CD8+_T_Cells,0.214200105,0,chr1,154403193,154405692,2500,*,CD14_Mono,IL6R,protein_coding,FALSE,-0.175549273
chr1,21294307,21294807,501,*,CD8+_T_Cells,0.162538462,487515,chr1,20804292,20806791,2500,*,B_intermediate,EIF4G3,protein_coding,FALSE,0.125228206
chr1,236604299,236604799,501,*,CD8+_T_Cells,-0.138560493,188481,chr1,236793281,236795780,2500,*,CD4_Naive,MTR,protein_coding,FALSE,-0.126306874
chr16,714795,715295,501,*,CD8+_T_Cells,-0.131851274,525326,chr16,186969,189468,2500,*,CD8_TEM,LUC7L,protein_coding,FALSE,-0.140008434
chr11,12236061,12236561,501,*,CD8+_T_Cells,0.164439721,1038090,chr11,13274652,13277151,2500,*,CD4_CTL,ARNTL,protein_coding,FALSE,-0.15130777
chr9,114366819,114367319,501,*,CD8+_T_Cells,0.178193835,32163,chr9,114332156,114334655,2500,*,MAIT,AKNA,protein_coding,FALSE,-0.145557624
chr15,90376847,90377347,501,*,CD8+_T_Cells,0.190468645,146372,chr15,90227975,90230474,2500,*,CD4_CTL,CIB1,protein_coding,FALSE,0.18929913
chr18,13137884,13138384,501,*,CD8+_T_Cells,-0.15183344,1254762,chr18,11880622,11883121,2500,*,CD4_CTL,MPPE1,protein_coding,FALSE,-0.145060732
chr18,54223087,54223587,501,*,CD8+_T_Cells,0.259256102,996610,chr18,55220198,55222697,2500,*,B_naive,TCF4,protein_coding,FALSE,-0.179119006
chr2,143453018,143453518,501,*,CD8+_T_Cells,0.142897726,361156,chr2,143089362,143091861,2500,*,CD8_Naive,ARHGAP15,protein_coding,FALSE,-0.243953532
chr1,146387361,146387861,501,*,CD8+_T_Cells,-0.141893175,394426,chr1,145990435,145992934,2500,*,CD8_TEM,TXNIP,protein_coding,FALSE,0.152010541
chr3,46959123,46959623,501,*,CD8+_T_Cells,0.161745221,18059,chr3,46977683,46980182,2500,*,CD4_CTL,NBEAL2,LRG_gene,FALSE,-0.246346126
chr6,41333973,41334473,501,*,CD8+_T_Cells,0.201805111,598459,chr6,41932933,41935432,2500,*,CD8_TEM,CCND3,protein_coding,FALSE,0.174248476
chr15,38611185,38611685,501,*,CD8+_T_Cells,0.180332154,122582,chr15,38486103,38488602,2500,*,CD4_CTL,RASGRP1,protein_coding,FALSE,-0.126737951
chrX,9351693,9352193,501,*,CD8+_T_Cells,0.189527222,3620914,chrX,12973108,12975607,2500,*,CD8_TCM,TMSB4X,protein_coding,FALSE,-0.148221659
chr8,133616451,133616951,501,*,CD8+_T_Cells,0.192052399,378780,chr8,133235171,133237670,2500,*,Treg,NDRG1,LRG_gene,FALSE,-0.190578142
chr5,100900176,100900676,501,*,CD8+_T_Cells,-0.201786926,2045691,chr5,98851985,98854484,2500,*,CD4_CTL,CHD1,protein_coding,FALSE,-0.199010574
chr22,46749205,46749705,501,*,CD8+_T_Cells,-0.18010448,480744,chr22,46265961,46268460,2500,*,CD4_CTL,TTC38,protein_coding,FALSE,0.136491133
chr14,101823053,101823553,501,*,CD8+_T_Cells,0.172990036,60755,chr14,101759798,101762297,2500,*,CD4_Naive,PPP2R5C,protein_coding,FALSE,-0.135442764
chr14,93955090,93955590,501,*,CD8+_T_Cells,0.161330835,90700,chr14,94046291,94048790,2500,*,cDC2,DDX24,protein_coding,FALSE,-0.305650285
chr19,46821328,46821828,501,*,CD8+_T_Cells,0.236987341,219754,chr19,46599074,46601573,2500,*,CD4_CTL,CALM3,protein_coding,FALSE,0.139048046
chr20,36491890,36492390,501,*,CD8+_T_Cells,0.172270665,395838,chr20,36888229,36890728,2500,*,CD14_Mono,SAMHD1,protein_coding,FALSE,-0.222624537
chr6,162727657,162728157,501,*,CD8+_T_Cells,-0.128155599,683842,chr6,163412000,163414499,2500,*,NK_CD56bright,QKI,protein_coding,FALSE,0.22815246
chr14,77121375,77121875,501,*,CD8+_T_Cells,0.192642863,1842101,chr14,75276774,75279273,2500,*,CD14_Mono,FOS,protein_coding,FALSE,-0.656056229
chr5,132466747,132467247,501,*,CD8+_T_Cells,0.143653427,12361,chr5,132479609,132482108,2500,*,CD4_TCM,IRF1,protein_coding,FALSE,-0.200201072
chr11,35047185,35047685,501,*,CD8+_T_Cells,0.18613249,89184,chr11,35136870,35139369,2500,*,CD4_CTL,CD44,protein_coding,FALSE,0.130335557
chr8,143558080,143558580,501,*,CD8+_T_Cells,-0.167145153,255763,chr8,143814344,143816843,2500,*,CD4_CTL,PUF60,protein_coding,FALSE,0.151378342
chr6,108895998,108896498,501,*,CD8+_T_Cells,0.173493233,87938,chr6,108984437,108986936,2500,*,CD16_Mono,SESN1,protein_coding,FALSE,0.183286654
chr2,42123957,42124457,501,*,CD8+_T_Cells,0.137406824,42892,chr2,42167350,42169849,2500,*,Treg,EML4,protein_coding,FALSE,-0.129928449
chr7,106346531,106347031,501,*,CD8+_T_Cells,0.156968549,97746,chr7,106246285,106248784,2500,*,CD14_Mono,NAMPT,protein_coding,FALSE,0.16615605
chr19,18304935,18305435,501,*,CD8+_T_Cells,0.172182166,24675,chr19,18277760,18280259,2500,*,cDC2,JUND,protein_coding,FALSE,-0.413449682
chr14,72518688,72519188,501,*,CD8+_T_Cells,0.199575832,537247,chr14,73056436,73058935,2500,*,CD4_Naive,RBM25,protein_coding,FALSE,-0.146380329
chr3,4983624,4984124,501,*,CD8+_T_Cells,0.242413961,4008,chr3,4977116,4979615,2500,*,CD8_TEM,BHLHE40,protein_coding,FALSE,0.277007096
chr16,4676400,4676900,501,*,CD8+_T_Cells,0.224062876,165225,chr16,4508675,4511174,2500,*,gdT,CDIP1,protein_coding,FALSE,-0.176295192
chr17,18900835,18901335,501,*,CD8+_T_Cells,0.168606189,260873,chr17,19162209,19164708,2500,*,CD14_Mono,AC007952.4,lincRNA,FALSE,-0.462089108
chr19,16079264,16079764,501,*,CD8+_T_Cells,0.180067088,11743,chr19,16065021,16067520,2500,*,CD8_TCM,TPM4,protein_coding,TRUE,0.155878309
chr5,151150382,151150882,501,*,CD8+_T_Cells,0.159054932,28169,chr5,151179052,151181551,2500,*,CD16_Mono,CCDC69,protein_coding,FALSE,0.19493432
chr1,26275495,26275995,501,*,CD8+_T_Cells,-0.200392777,39961,chr1,26315957,26318456,2500,*,gdT,CD52,protein_coding,FALSE,-0.195754964
chr1,110631273,110631773,501,*,CD8+_T_Cells,0.313076189,229524,chr1,110399249,110401748,2500,*,CD14_Mono,LAMTOR5,protein_coding,FALSE,-0.206205307
chr2,197240375,197240875,501,*,CD8+_T_Cells,0.137555506,146908,chr2,197387784,197390283,2500,*,CD4_Naive,SF3B1,protein_coding,FALSE,-0.162138409
chrX,110002199,110002699,501,*,CD8+_T_Cells,-0.145276839,1661111,chrX,111663811,111666310,2500,*,MAIT,ALG13,protein_coding,FALSE,-0.135564007
chr1,24915327,24915827,501,*,CD8+_T_Cells,0.165947784,15316,chr1,24897511,24900010,2500,*,CD4_CTL,RUNX3,protein_coding,FALSE,-0.156407322
chr5,157858856,157859356,501,*,CD8+_T_Cells,-0.140321756,592277,chr5,157264079,157266578,2500,*,CD8_Naive,CYFIP2,protein_coding,FALSE,-0.16021372
chr10,110671973,110672473,501,*,CD8+_T_Cells,-0.214673187,173635,chr10,110495838,110498337,2500,*,MAIT,DUSP5,protein_coding,FALSE,-0.127724276
chr16,1964675,1965175,501,*,CD8+_T_Cells,0.142878983,25965,chr16,1936210,1938709,2500,*,CD14_Mono,MSRB1,protein_coding,FALSE,-0.156324817
chr19,21081888,21082388,501,*,CD8+_T_Cells,0.230249692,1412592,chr19,19666796,19669295,2500,*,B_intermediate,ZNF101,protein_coding,FALSE,-0.137228683
chr2,46229475,46229975,501,*,CD8+_T_Cells,0.216871738,928106,chr2,47158082,47160581,2500,*,B_naive,CALM2,protein_coding,FALSE,-0.173355246
chr9,91101770,91102270,501,*,CD8+_T_Cells,0.270985523,1105936,chr9,92208207,92210706,2500,*,B_intermediate,IARS,protein_coding,FALSE,0.133581417
chr1,149885528,149886028,501,*,CD8+_T_Cells,-0.160346056,40622,chr1,149926651,149929150,2500,*,cDC2,MTMR11,protein_coding,FALSE,-0.173677211
chr8,133074796,133075296,501,*,CD8+_T_Cells,0.13272176,159874,chr8,133235171,133237670,2500,*,Treg,NDRG1,protein_coding,FALSE,-0.190578142
chr9,130007401,130007901,501,*,CD8+_T_Cells,0.212392617,831349,chr9,129173552,129176051,2500,*,MAIT,IER5L,protein_coding,FALSE,-0.190883122
chr22,20100530,20101030,501,*,CD8+_T_Cells,0.27727987,12907,chr22,20113938,20116437,2500,*,NK_CD56bright,RANBP1,protein_coding,FALSE,-0.131730284
chr15,60389253,60389753,501,*,CD8+_T_Cells,0.260798511,41619,chr15,60345134,60347633,2500,*,CD16_Mono,ANXA2,protein_coding,FALSE,-0.147384759
chr22,26642774,26643274,501,*,CD8+_T_Cells,0.149283275,1153,chr22,26644428,26646927,2500,*,CD8_TEM,MIAT,lincRNA,FALSE,-0.136635638
chrX,134915041,134915541,501,*,CD8+_T_Cells,-0.135836032,2711517,chrX,132201024,132203523,2500,*,CD14_Mono,RAP2C,protein_coding,FALSE,0.177502198
chr3,51686437,51686937,501,*,CD8+_T_Cells,0.155415249,279572,chr3,51966510,51969009,2500,*,CD4_Naive,ABHD14B,protein_coding,FALSE,0.147519574
chr2,136327322,136327822,501,*,CD8+_T_Cells,0.143146892,212473,chr2,136112349,136114848,2500,*,gdT,CXCR4,protein_coding,FALSE,-0.131546475
chr9,36458232,36458732,501,*,CD8+_T_Cells,0.209385447,266876,chr9,36188856,36191355,2500,*,CD14_Mono,CLTA,protein_coding,FALSE,-0.150095715
chr1,35577571,35578071,501,*,CD8+_T_Cells,0.187371964,575507,chr1,36153579,36156078,2500,*,CD4_CTL,MAP7D1,protein_coding,FALSE,0.198725691
chr5,177389309,177389809,501,*,CD8+_T_Cells,0.164321688,85035,chr5,177301774,177304273,2500,*,cDC2,PRELID1,protein_coding,FALSE,0.166652012
chr16,31458032,31458532,501,*,CD8+_T_Cells,0.189913507,277422,chr16,31178110,31180609,2500,*,CD4_TEM,FUS,LRG_gene,FALSE,-0.201893635
chr16,50160438,50160938,501,*,CD8+_T_Cells,0.254380748,579111,chr16,50740050,50742549,2500,*,CD4_Naive,CYLD,protein_coding,FALSE,-0.172884281
chr15,60844371,60844871,501,*,CD8+_T_Cells,0.153316518,355587,chr15,60486284,60488783,2500,*,CD4_CTL,RORA,protein_coding,FALSE,-0.155280803
chr1,160751475,160751975,501,*,CD8+_T_Cells,0.226255307,72229,chr1,160676746,160679245,2500,*,CD16_Mono,CD48,protein_coding,FALSE,-0.148567228
chr6,108798531,108799031,501,*,CD8+_T_Cells,0.144339097,185405,chr6,108984437,108986936,2500,*,CD16_Mono,SESN1,protein_coding,FALSE,0.183286654
chr7,32905662,32906162,501,*,CD8+_T_Cells,0.221556191,3604786,chr7,36510949,36513448,2500,*,CD4_CTL,AOAH,protein_coding,FALSE,-0.171138892
chr20,4814553,4815053,501,*,CD8+_T_Cells,0.244349531,251178,chr20,5066232,5068731,2500,*,CD4_CTL,TMEM230,protein_coding,FALSE,0.147362915
chr22,49838767,49839267,501,*,CD8+_T_Cells,0.130741258,119245,chr22,49958513,49961012,2500,*,B_memory,PIM3,protein_coding,FALSE,0.27173219
chr4,3045398,3045898,501,*,CD8+_T_Cells,0.203979034,797466,chr4,2245432,2247931,2500,*,Treg,MXD4,protein_coding,FALSE,-0.15632171
chr19,16588303,16588803,501,*,CD8+_T_Cells,0.212123045,262986,chr19,16322817,16325316,2500,*,CD4_CTL,KLF2,protein_coding,FALSE,0.432626004
chr3,141553019,141553519,501,*,CD8+_T_Cells,0.18583331,65472,chr3,141485047,141487546,2500,*,CD4_Naive,RASA2,protein_coding,FALSE,-0.190075831
chr20,59122960,59123460,501,*,CD8+_T_Cells,0.256331911,127275,chr20,58993185,58995684,2500,*,B_naive,CTSZ,protein_coding,FALSE,0.127813802
chr1,33099225,33099725,501,*,CD8+_T_Cells,0.1466694,162280,chr1,32934445,32936944,2500,*,CD16_Mono,RNF19B,protein_coding,TRUE,0.175270969
chr2,136129510,136130010,501,*,CD8+_T_Cells,0.135378119,14661,chr2,136112349,136114848,2500,*,gdT,CXCR4,protein_coding,FALSE,-0.131546475
chr6,26240010,26240510,501,*,CD8+_T_Cells,-0.142488612,5242,chr6,26232268,26234767,2500,*,CD8_TEM,HIST1H1D,protein_coding,FALSE,0.176465215
chr10,50636464,50636964,501,*,CD8+_T_Cells,0.170324516,2329325,chr10,48304639,48307138,2500,*,CD8_Naive,MAPK8,protein_coding,FALSE,-0.168936339
chr16,30334596,30335096,501,*,CD8+_T_Cells,-0.128158087,106534,chr16,30441631,30444130,2500,*,CD14_Mono,SEPHS2,protein_coding,FALSE,-0.126844669
chr8,38900182,38900682,501,*,CD8+_T_Cells,-0.215460738,171496,chr8,38726186,38728685,2500,*,NK_CD56bright,TACC1,protein_coding,FALSE,0.15113161
chr12,49622318,49622818,501,*,CD8+_T_Cells,0.21231263,82906,chr12,49705725,49708224,2500,*,CD4_CTL,TMBIM6,protein_coding,FALSE,0.194995906
chr20,43959153,43959653,501,*,CD8+_T_Cells,0.187550119,500725,chr20,43455928,43458427,2500,*,CD16_Mono,SRSF6,protein_coding,TRUE,-0.150277487
chr14,91349328,91349828,501,*,CD8+_T_Cells,0.261622103,77505,chr14,91269323,91271822,2500,*,CD8_TEM,CCDC88C,protein_coding,FALSE,-0.145242065
chr1,160711699,160712199,501,*,CD8+_T_Cells,0.169280443,32453,chr1,160676746,160679245,2500,*,CD16_Mono,CD48,protein_coding,FALSE,-0.148567228
chr16,2842412,2842912,501,*,CD8+_T_Cells,0.223409609,89583,chr16,2750329,2752828,2500,*,CD16_Mono,SRRM2,protein_coding,FALSE,0.154854645
chr12,630538,631038,501,*,CD8+_T_Cells,0.178254651,5695718,chr12,6326757,6329256,2500,*,CD14_Mono,TNFRSF1A,protein_coding,FALSE,-0.161942636
chr2,11754147,11754647,501,*,CD8+_T_Cells,0.224915582,970256,chr2,10781391,10783890,2500,*,CD14_Mono,PDIA6,protein_coding,FALSE,-0.143412856
chr6,158870247,158870747,501,*,CD8+_T_Cells,0.224993435,104006,chr6,158763741,158766240,2500,*,CD4_TEM,EZR,protein_coding,FALSE,0.152802016
chr17,77882472,77882972,501,*,CD8+_T_Cells,0.157391864,245797,chr17,78128770,78131269,2500,*,CD4_CTL,TMC8,protein_coding,FALSE,-0.15165509
chr17,8388178,8388678,501,*,CD8+_T_Cells,0.147755513,214441,chr17,8171237,8173736,2500,*,CD14_Mono,TMEM107,protein_coding,FALSE,-0.281051376
chr2,55231882,55232382,501,*,CD8+_T_Cells,-0.145615195,53459,chr2,55285842,55288341,2500,*,B_intermediate,CCDC88A,protein_coding,FALSE,-0.319873737
chr4,36322869,36323369,501,*,CD8+_T_Cells,0.25850284,374148,chr4,35946221,35948720,2500,*,CD4_CTL,ARAP2,protein_coding,FALSE,-0.13380523
chr7,37181902,37182402,501,*,CD8+_T_Cells,-0.170280264,668453,chr7,36510949,36513448,2500,*,CD4_CTL,AOAH,protein_coding,FALSE,-0.171138892
chr10,119120253,119120753,501,*,CD8+_T_Cells,0.239038535,86083,chr10,119031670,119034169,2500,*,CD4_CTL,EIF3A,protein_coding,FALSE,-0.151712825
chr12,70049903,70050403,501,*,CD8+_T_Cells,0.149956684,701049,chr12,69346354,69348853,2500,*,CD16_Mono,LYZ,LRG_gene,FALSE,0.316842971
chr5,32532227,32532727,501,*,CD8+_T_Cells,0.259581154,177377,chr5,32352350,32354849,2500,*,CD14_Mono,ZFR,protein_coding,FALSE,-0.129560297
chr15,78054916,78055416,501,*,CD8+_T_Cells,0.179625224,1013012,chr15,77039404,77041903,2500,*,B_intermediate,TSPAN3,protein_coding,FALSE,0.205288926
chr12,21456420,21456920,501,*,CD8+_T_Cells,0.180306012,9990,chr12,21466911,21469410,2500,*,CD16_Mono,RECQL,protein_coding,FALSE,-0.187821022
chr20,51402115,51402615,501,*,CD8+_T_Cells,0.152770481,891294,chr20,50508321,50510820,2500,*,CD4_CTL,PTPN1,protein_coding,FALSE,-0.159400085
