seqnames_dar,start_dar,end_dar,width_dar,strand_dar,cell_type_dar,logFC_dar,distance,seqnames_degs,start_deg,end_deg,width_deg,strand_deg,cell_type_deg,gene_name,gene_biotype,DAR_deg_overlap,log2FC_deg
chr2,239369547,239370047,501,*,CD4+_T_Cells,0.003634286,520402,chr2,239890450,239892949,2500,*,CD4+_T_Cells,NDUFA10,protein_coding,FALSE,-0.017832482
chr22,37051451,37051951,501,*,CD4+_T_Cells,-0.010984798,71886,chr22,37123838,37126337,2500,*,CD4+_T_Cells,IL2RB,protein_coding,FALSE,0.093651381
chr4,143513687,143514187,501,*,CD4+_T_Cells,-0.008317329,0,chr4,143511463,143513962,2500,*,CD4+_T_Cells,SMARCA5,protein_coding,FALSE,-0.082213848
chrX,52995340,52995840,501,*,CD4+_T_Cells,-0.003385421,84526,chrX,53080367,53082866,2500,*,CD4+_T_Cells,TSPYL2,protein_coding,FALSE,-0.134765345
chr1,150282234,150282734,501,*,CD4+_T_Cells,-0.01084003,8985,chr1,150291720,150294219,2500,*,CD4+_T_Cells,MRPS21,protein_coding,FALSE,0.033251234
chr3,120094776,120095276,501,*,CD4+_T_Cells,0.008883894,272953,chr3,119819323,119821822,2500,*,CD4+_T_Cells,GSK3B,protein_coding,FALSE,0.029752735
chrX,71366346,71366846,501,*,CD4+_T_Cells,-0.012951129,82654,chrX,71281192,71283691,2500,*,CD4+_T_Cells,NONO,protein_coding,FALSE,0.012301772
chr19,16584197,16584697,501,*,CD4+_T_Cells,-0.009221003,44053,chr19,16628751,16631250,2500,*,CD4+_T_Cells,SMIM7,protein_coding,FALSE,0.020363582
chr15,75201882,75202382,501,*,CD4+_T_Cells,0.041361283,131508,chr15,75333891,75336390,2500,*,CD4+_T_Cells,COMMD4,protein_coding,FALSE,-0.096355954
chr11,6604249,6604749,501,*,CD4+_T_Cells,0.04706687,0,chr11,6604296,6606795,2500,*,CD4+_T_Cells,TAF10,protein_coding,FALSE,-0.002805559
chr21,42449900,42450400,501,*,CD4+_T_Cells,0.042382502,45953,chr21,42401447,42403946,2500,*,CD4+_T_Cells,UBASH3A,protein_coding,FALSE,-0.003426295
chr4,109815230,109815730,501,*,CD4+_T_Cells,-0.008679035,254525,chr4,109558205,109560704,2500,*,CD4+_T_Cells,MCUB,protein_coding,FALSE,0.079621386
chr1,26698052,26698552,501,*,CD4+_T_Cells,0.051469451,1521,chr1,26694031,26696530,2500,*,CD4+_T_Cells,ARID1A,LRG_gene,FALSE,-0.042104438
chr11,124758229,124758729,501,*,CD4+_T_Cells,-0.008022832,134893,chr11,124620836,124623335,2500,*,CD4+_T_Cells,TBRG1,protein_coding,FALSE,-0.133766392
chr12,123633465,123633965,501,*,CD4+_T_Cells,0.026264994,12559,chr12,123618406,123620905,2500,*,CD4+_T_Cells,EIF2B1,protein_coding,FALSE,0.007923152
chr2,234425884,234426384,501,*,CD4+_T_Cells,0.017122979,64656,chr2,234491041,234493540,2500,*,CD4+_T_Cells,ARL4C,protein_coding,FALSE,0.078252839
chrX,118495328,118495828,501,*,CD4+_T_Cells,0.04086977,0,chrX,118493898,118496397,2500,*,CD4+_T_Cells,DOCK11,protein_coding,FALSE,-0.010519806
chr4,89111246,89111746,501,*,CD4+_T_Cells,-9.24271e-4,122639,chr4,89234386,89236885,2500,*,CD4+_T_Cells,GPRIN3,protein_coding,FALSE,-0.042240971
chr17,16653602,16654102,501,*,CD4+_T_Cells,-1.32967e-4,237560,chr17,16413542,16416041,2500,*,CD4+_T_Cells,TRPV2,protein_coding,FALSE,0.004767129
chr9,41356559,41357059,501,*,CD4+_T_Cells,-0.023596337,3773413,chr9,37580646,37583145,2500,*,CD4+_T_Cells,TOMM5,protein_coding,FALSE,0.049472394
chr6,142845634,142846134,501,*,CD4+_T_Cells,-0.021244808,93667,chr6,142749467,142751966,2500,*,CD4+_T_Cells,HIVEP2,protein_coding,FALSE,0.011859705
chr19,10759688,10760188,501,*,CD4+_T_Cells,0.027854988,41109,chr19,10716079,10718578,2500,*,CD4+_T_Cells,DNM2,protein_coding,FALSE,-0.084658773
chr5,912333,912833,501,*,CD4+_T_Cells,0.050588126,61542,chr5,848291,850790,2500,*,CD4+_T_Cells,BRD9,protein_coding,FALSE,-0.012982936
chr1,42924049,42924549,501,*,CD4+_T_Cells,-0.002647843,116497,chr1,42805052,42807551,2500,*,CD4+_T_Cells,SVBP,protein_coding,FALSE,0.001877436
chr16,8868830,8869330,501,*,CD4+_T_Cells,0.037991567,15388,chr16,8850942,8853441,2500,*,CD4+_T_Cells,CARHSP1,protein_coding,FALSE,0.022970893
chr6,89079461,89079961,501,*,CD4+_T_Cells,-0.014190891,0,chr6,89078751,89081250,2500,*,CD4+_T_Cells,PNRC1,protein_coding,FALSE,0.023349166
chr11,67482763,67483263,501,*,CD4+_T_Cells,-0.001144954,0,chr11,67481034,67483533,2500,*,CD4+_T_Cells,AIP,LRG_gene,FALSE,-0.086690881
chr5,75336753,75337253,501,*,CD4+_T_Cells,-0.012113664,569262,chr5,74764991,74767490,2500,*,CD4+_T_Cells,NSA2,protein_coding,FALSE,0.016130283
chr1,205630978,205631478,501,*,CD4+_T_Cells,-0.00718867,32922,chr1,205595556,205598055,2500,*,CD4+_T_Cells,ELK4,protein_coding,FALSE,0.022610672
chr16,68328526,68329026,501,*,CD4+_T_Cells,0.04542273,63510,chr16,68262516,68265015,2500,*,CD4+_T_Cells,SLC7A6,protein_coding,FALSE,-0.002065632
chr9,19408645,19409145,501,*,CD4+_T_Cells,0.020062333,177710,chr9,19228435,19230934,2500,*,CD4+_T_Cells,DENND4C,protein_coding,FALSE,-0.01914121
chr20,2652284,2652784,501,*,CD4+_T_Cells,-0.003112815,0,chr20,2650145,2652644,2500,*,CD4+_T_Cells,NOP56,protein_coding,FALSE,-0.052949127
chr8,42843152,42843652,501,*,CD4+_T_Cells,-0.003522711,51279,chr8,42894932,42897431,2500,*,CD4+_T_Cells,HOOK3,protein_coding,FALSE,0.030267583
chr8,143568482,143568982,501,*,CD4+_T_Cells,6.76326e-4,3802,chr8,143572785,143575284,2500,*,CD4+_T_Cells,NAPRT,protein_coding,FALSE,0.042172797
chr13,29935551,29936051,501,*,CD4+_T_Cells,-0.022502972,170680,chr13,29762371,29764870,2500,*,CD4+_T_Cells,UBL3,protein_coding,FALSE,0.017961074
chr13,36818942,36819442,501,*,CD4+_T_Cells,-0.013744349,128332,chr13,36947775,36950274,2500,*,CD4+_T_Cells,ALG5,protein_coding,FALSE,-0.001456439
chr13,113209779,113210279,501,*,CD4+_T_Cells,0.030715311,1086,chr13,113206193,113208692,2500,*,CD4+_T_Cells,CUL4A,protein_coding,FALSE,-0.013957204
chr14,23009953,23010453,501,*,CD4+_T_Cells,-0.009142258,46110,chr14,23056564,23059063,2500,*,CD4+_T_Cells,ACIN1,protein_coding,FALSE,-0.073110184
chr7,75427588,75428088,501,*,CD4+_T_Cells,0.017674661,10301,chr7,75414787,75417286,2500,*,CD4+_T_Cells,POM121C,protein_coding,FALSE,-0.156786939
chr1,116504375,116504875,501,*,CD4+_T_Cells,-0.013749529,7659,chr1,116512535,116515034,2500,*,CD4+_T_Cells,CD58,protein_coding,FALSE,-0.035873147
chr5,111224066,111224566,501,*,CD4+_T_Cells,0.028745532,0,chr5,111221653,111224152,2500,*,CD4+_T_Cells,CAMK4,protein_coding,FALSE,0.051161698
chr14,101810100,101810600,501,*,CD4+_T_Cells,0.020936358,47802,chr14,101759798,101762297,2500,*,CD4+_T_Cells,PPP2R5C,protein_coding,FALSE,-0.078533891
chr8,100150351,100150851,501,*,CD4+_T_Cells,-0.011619402,0,chr8,100148584,100151083,2500,*,CD4+_T_Cells,POLR2K,protein_coding,FALSE,0.05376805
chr1,185156848,185157348,501,*,CD4+_T_Cells,-0.005890855,137039,chr1,185294388,185296887,2500,*,CD4+_T_Cells,IVNS1ABP,protein_coding,FALSE,-0.002618902
chr17,49763374,49763874,501,*,CD4+_T_Cells,0.045817419,22680,chr17,49786555,49789054,2500,*,CD4+_T_Cells,KAT7,protein_coding,FALSE,0.047550054
chr12,47397614,47398114,501,*,CD4+_T_Cells,-0.029619964,191216,chr12,47203898,47206397,2500,*,CD4+_T_Cells,PCED1B-AS1,processed_transcript,FALSE,-0.015957306
chr3,56783771,56784271,501,*,CD4+_T_Cells,0.020068933,55853,chr3,56725418,56727917,2500,*,CD4+_T_Cells,ARHGEF3,protein_coding,FALSE,0.105712311
chr14,21437083,21437583,501,*,CD4+_T_Cells,-0.005562597,37013,chr14,21474597,21477096,2500,*,CD4+_T_Cells,TOX4,protein_coding,FALSE,-0.007388576
chr5,149357641,149358141,501,*,CD4+_T_Cells,0.016271053,132055,chr5,149490197,149492696,2500,*,CD4+_T_Cells,CSNK1A1,protein_coding,FALSE,-0.0108226
chr15,43791948,43792448,501,*,CD4+_T_Cells,-0.003941475,14361,chr15,43775087,43777586,2500,*,CD4+_T_Cells,SERF2,protein_coding,FALSE,-0.019820598
chr1,151024497,151024997,501,*,CD4+_T_Cells,0.053238745,23973,chr1,151048971,151051470,2500,*,CD4+_T_Cells,CDC42SE1,protein_coding,FALSE,0.169483124
chr11,10857349,10857849,501,*,CD4+_T_Cells,-0.008601107,44775,chr11,10810074,10812573,2500,*,CD4+_T_Cells,ZBED5,protein_coding,FALSE,-0.006042802
chr19,37078133,37078633,501,*,CD4+_T_Cells,5.54967e-4,938058,chr19,36137575,36140074,2500,*,CD4+_T_Cells,CAPNS1,protein_coding,FALSE,0.024307805
chr17,75876166,75876666,501,*,CD4+_T_Cells,0.037795095,19976,chr17,75896643,75899142,2500,*,CD4+_T_Cells,MRPL38,protein_coding,FALSE,-0.074042657
chr5,41870304,41870804,501,*,CD4+_T_Cells,-0.008033254,139739,chr5,41728065,41730564,2500,*,CD4+_T_Cells,OXCT1,protein_coding,FALSE,-0.009204848
chrX,48539214,48539714,501,*,CD4+_T_Cells,0.025021458,17556,chrX,48519158,48521657,2500,*,CD4+_T_Cells,EBP,protein_coding,FALSE,0.094435938
chr11,86041843,86042343,501,*,CD4+_T_Cells,0.042819419,83659,chr11,85955684,85958183,2500,*,CD4+_T_Cells,PICALM,protein_coding,FALSE,-0.033534194
chr16,29961782,29962282,501,*,CD4+_T_Cells,0.037197392,20397,chr16,29938885,29941384,2500,*,CD4+_T_Cells,TMEM219,protein_coding,FALSE,0.038827899
chr11,73760981,73761481,501,*,CD4+_T_Cells,0.017741741,84843,chr11,73673638,73676137,2500,*,CD4+_T_Cells,RAB6A,protein_coding,FALSE,-0.009384932
chr3,16550727,16551227,501,*,CD4+_T_Cells,-0.015581445,236653,chr3,16311574,16314073,2500,*,CD4+_T_Cells,RFTN1,protein_coding,FALSE,0.033545371
chr11,128693729,128694229,501,*,CD4+_T_Cells,-0.007307768,6694,chr11,128684535,128687034,2500,*,CD4+_T_Cells,FLI1,protein_coding,FALSE,0.052254799
chr8,9002586,9003086,501,*,CD4+_T_Cells,-0.005635761,218732,chr8,8781354,8783853,2500,*,CD4+_T_Cells,MFHAS1,protein_coding,FALSE,0.038134342
chr1,26233854,26234354,501,*,CD4+_T_Cells,-0.002014765,42821,chr1,26277176,26279675,2500,*,CD4+_T_Cells,SH3BGRL3,protein_coding,FALSE,-0.014172935
chr16,77212806,77213306,501,*,CD4+_T_Cells,0.041252108,1564520,chr16,75645786,75648285,2500,*,CD4+_T_Cells,TERF2IP,protein_coding,FALSE,-0.178593813
chr6,116279714,116280214,501,*,CD4+_T_Cells,-0.009248223,2636,chr6,116274578,116277077,2500,*,CD4+_T_Cells,TSPYL1,protein_coding,FALSE,0.059474069
chr7,74254242,74254742,501,*,CD4+_T_Cells,-0.002405429,79497,chr7,74172245,74174744,2500,*,CD4+_T_Cells,EIF4H,protein_coding,FALSE,0.041348297
chr6,157274109,157274609,501,*,CD4+_T_Cells,-0.021591659,423777,chr6,157698387,157700886,2500,*,CD4+_T_Cells,SNX9,protein_coding,FALSE,0.047155441
chr17,79838449,79838949,501,*,CD4+_T_Cells,-0.012079439,4793,chr17,79831156,79833655,2500,*,CD4+_T_Cells,CBX4,protein_coding,FALSE,-0.192134943
chr15,42273256,42273756,501,*,CD4+_T_Cells,-0.001068794,62304,chr15,42208452,42210951,2500,*,CD4+_T_Cells,TMEM87A,protein_coding,FALSE,-0.096323834
chr4,140524327,140524827,501,*,CD4+_T_Cells,0.055179994,1027886,chr4,139493941,139496440,2500,*,CD4+_T_Cells,SETD7,protein_coding,FALSE,-0.092913403
chr6,30344901,30345401,501,*,CD4+_T_Cells,-0.001843509,0,chr6,30343131,30345630,2500,*,CD4+_T_Cells,RPP21,protein_coding,FALSE,-0.061275955
chr12,123458331,123458831,501,*,CD4+_T_Cells,0.043437172,190,chr12,123455641,123458140,2500,*,CD4+_T_Cells,SNRNP35,protein_coding,FALSE,-0.011197355
chr19,56140840,56141340,501,*,CD4+_T_Cells,-0.003740115,465114,chr19,55673226,55675725,2500,*,CD4+_T_Cells,EPN1,protein_coding,FALSE,-0.089423733
chr1,32372093,32372593,501,*,CD4+_T_Cells,0.05301629,6490,chr1,32363103,32365602,2500,*,CD4+_T_Cells,BSDC1,protein_coding,FALSE,-0.091362672
chr17,20320616,20321116,501,*,CD4+_T_Cells,0.061765562,676476,chr17,20997593,21000092,2500,*,CD4+_T_Cells,USP22,protein_coding,FALSE,-0.070377174
chr3,4303326,4303826,501,*,CD4+_T_Cells,-0.009289011,673289,chr3,4977116,4979615,2500,*,CD4+_T_Cells,BHLHE40,protein_coding,FALSE,0.23593639
chr11,118572083,118572583,501,*,CD4+_T_Cells,-0.006646993,0,chr11,118570390,118572889,2500,*,CD4+_T_Cells,ARCN1,protein_coding,FALSE,0.022139669
chr18,23586739,23587239,501,*,CD4+_T_Cells,-0.001015603,80055,chr18,23504184,23506683,2500,*,CD4+_T_Cells,NPC1,protein_coding,FALSE,-0.091090304
chr2,218166741,218167241,501,*,CD4+_T_Cells,0.040272456,47852,chr2,218215094,218217593,2500,*,CD4+_T_Cells,ARPC2,protein_coding,FALSE,0.009295359
chr20,57709848,57710348,501,*,CD4+_T_Cells,0.00157981,105502,chr20,57601846,57604345,2500,*,CD4+_T_Cells,ZBP1,protein_coding,FALSE,-0.01431863
chr22,49960144,49960644,501,*,CD4+_T_Cells,0.00297148,0,chr22,49958513,49961012,2500,*,CD4+_T_Cells,PIM3,protein_coding,FALSE,0.018534476
chr4,169611898,169612398,501,*,CD4+_T_Cells,-0.013688829,3717296,chr4,173329695,173332194,2500,*,CD4+_T_Cells,HMGB2,protein_coding,FALSE,-0.132482892
chr2,232605756,232606256,501,*,CD4+_T_Cells,0.035052716,55204,chr2,232548052,232550551,2500,*,CD4+_T_Cells,EIF4E2,protein_coding,FALSE,0.028083817
chr11,82959909,82960409,501,*,CD4+_T_Cells,0.029776555,194578,chr11,83154988,83157487,2500,*,CD4+_T_Cells,PCF11,protein_coding,FALSE,0.001140601
chr1,204493848,204494348,501,*,CD4+_T_Cells,0.048327509,20030,chr1,204514379,204516878,2500,*,CD4+_T_Cells,MDM4,protein_coding,FALSE,-0.00148945
chr17,77882472,77882972,501,*,CD4+_T_Cells,0.011326273,225485,chr17,78108458,78110957,2500,*,CD4+_T_Cells,TMC6,protein_coding,FALSE,0.003673887
chrX,134797018,134797518,501,*,CD4+_T_Cells,-0.01230321,336365,chrX,134458153,134460652,2500,*,CD4+_T_Cells,HPRT1,protein_coding,FALSE,0.068027097
chr15,63600124,63600624,501,*,CD4+_T_Cells,0.042652841,5993,chr15,63606618,63609117,2500,*,CD4+_T_Cells,HERC1,protein_coding,FALSE,-0.089097445
chr10,123008604,123009104,501,*,CD4+_T_Cells,-0.003576239,143172,chr10,123152277,123154776,2500,*,CD4+_T_Cells,BUB3,protein_coding,FALSE,0.019315011
chr16,29961280,29961780,501,*,CD4+_T_Cells,-0.017034694,19895,chr16,29938885,29941384,2500,*,CD4+_T_Cells,TMEM219,protein_coding,FALSE,0.038827899
chr12,51993021,51993521,501,*,CD4+_T_Cells,-0.00835025,11418,chr12,52004940,52007439,2500,*,CD4+_T_Cells,GRASP,protein_coding,FALSE,0.028068097
chr17,58417442,58417942,501,*,CD4+_T_Cells,0.018575863,71767,chr17,58343175,58345674,2500,*,CD4+_T_Cells,SUPT4H1,protein_coding,FALSE,0.042184173
chr11,45355226,45355726,501,*,CD4+_T_Cells,0.0381216,551942,chr11,45907669,45910168,2500,*,CD4+_T_Cells,PEX16,protein_coding,FALSE,0.104272079
chr14,24339790,24340290,501,*,CD4+_T_Cells,0.048964616,97475,chr14,24437766,24440265,2500,*,CD4+_T_Cells,SDR39U1,protein_coding,FALSE,-0.022573704
chr3,44761405,44761905,501,*,CD4+_T_Cells,-0.004327631,23244,chr3,44735661,44738160,2500,*,CD4+_T_Cells,KIAA1143,protein_coding,FALSE,0.022648856
chrX,52934934,52935434,501,*,CD4+_T_Cells,0.013964997,144932,chrX,53080367,53082866,2500,*,CD4+_T_Cells,TSPYL2,protein_coding,FALSE,-0.134765345
chr7,105876441,105876941,501,*,CD4+_T_Cells,0.001577059,0,chr7,105874796,105877295,2500,*,CD4+_T_Cells,CDHR3,protein_coding,FALSE,-0.175879664
chr22,43385642,43386142,501,*,CD4+_T_Cells,0.05335103,233628,chr22,43149514,43152013,2500,*,CD4+_T_Cells,TSPO,protein_coding,FALSE,-0.05309107
chr3,57692884,57693384,501,*,CD4+_T_Cells,0.035929145,66927,chr3,57623457,57625956,2500,*,CD4+_T_Cells,DENND6A,protein_coding,FALSE,0.032578377
chrX,19990948,19991448,501,*,CD4+_T_Cells,-0.013737483,131069,chrX,20122518,20125017,2500,*,CD4+_T_Cells,EIF1AX,protein_coding,FALSE,0.062581798
chr12,107093362,107093862,501,*,CD4+_T_Cells,0.028122232,101498,chr12,106989364,106991863,2500,*,CD4+_T_Cells,CRY1,protein_coding,FALSE,-0.01448793
chr8,81280254,81280754,501,*,CD4+_T_Cells,-0.009907623,311944,chr8,80965810,80968309,2500,*,CD4+_T_Cells,PAG1,protein_coding,FALSE,0.096432166
chr19,49641733,49642233,501,*,CD4+_T_Cells,0.017340928,15335,chr19,49657569,49660068,2500,*,CD4+_T_Cells,IRF3,protein_coding,FALSE,0.011332396
chr14,75522193,75522693,501,*,CD4+_T_Cells,-0.010222924,0,chr14,75520425,75522924,2500,*,CD4+_T_Cells,BATF,protein_coding,FALSE,0.033880103
chr20,49045944,49046444,501,*,CD4+_T_Cells,-0.001489872,64894,chr20,49111339,49113838,2500,*,CD4+_T_Cells,STAU1,protein_coding,FALSE,0.018912356
chr1,153533059,153533559,501,*,CD4+_T_Cells,0.059983308,0,chr1,153532599,153535098,2500,*,CD4+_T_Cells,S100A6,protein_coding,FALSE,0.068786439
chr19,35758328,35758828,501,*,CD4+_T_Cells,0.044751217,12714,chr19,35743114,35745613,2500,*,CD4+_T_Cells,PSENEN,protein_coding,FALSE,-0.002423313
chr2,54723818,54724318,501,*,CD4+_T_Cells,-0.010791813,245868,chr2,54970187,54972686,2500,*,CD4+_T_Cells,RTN4,protein_coding,FALSE,0.025444305
chr3,195542617,195543117,501,*,CD4+_T_Cells,-0.015988942,27692,chr3,195512425,195514924,2500,*,CD4+_T_Cells,PPP1R2,protein_coding,FALSE,0.028493792
chr2,98772136,98772636,501,*,CD4+_T_Cells,0.04937311,152530,chr2,98617106,98619605,2500,*,CD4+_T_Cells,MGAT4A,protein_coding,FALSE,0.052080291
chr17,44210271,44210771,501,*,CD4+_T_Cells,0.043715058,4738,chr17,44203033,44205532,2500,*,CD4+_T_Cells,UBTF,protein_coding,FALSE,-0.007184182
chr19,3987705,3988205,501,*,CD4+_T_Cells,-0.006474511,11149,chr19,3974056,3976555,2500,*,CD4+_T_Cells,EEF2,protein_coding,FALSE,0.084171855
chr7,72829062,72829562,501,*,CD4+_T_Cells,-0.008926938,47802,chr7,72877365,72879864,2500,*,CD4+_T_Cells,POM121,protein_coding,FALSE,-0.080153609
chr6,35259265,35259765,501,*,CD4+_T_Cells,-0.003070196,36086,chr6,35295852,35298351,2500,*,CD4+_T_Cells,DEF6,protein_coding,FALSE,-0.072426154
chr14,58297461,58297961,501,*,CD4+_T_Cells,-0.010205146,0,chr14,58296385,58298884,2500,*,CD4+_T_Cells,ARID4A,protein_coding,FALSE,-0.077167605
chr19,43475140,43475640,501,*,CD4+_T_Cells,-0.001625569,29078,chr19,43504719,43507218,2500,*,CD4+_T_Cells,ETHE1,protein_coding,FALSE,-0.008170465
chr12,49060593,49061093,501,*,CD4+_T_Cells,0.031870318,33457,chr12,49094551,49097050,2500,*,CD4+_T_Cells,LMBR1L,protein_coding,FALSE,-0.0100302
chr4,6782935,6783435,501,*,CD4+_T_Cells,0.047252368,66380,chr4,6714055,6716554,2500,*,CD4+_T_Cells,BLOC1S4,protein_coding,FALSE,0.134972276
chr20,50818276,50818776,501,*,CD4+_T_Cells,-0.018503459,22882,chr20,50792894,50795393,2500,*,CD4+_T_Cells,BCAS4,protein_coding,FALSE,-0.031799571
chr12,54391162,54391662,501,*,CD4+_T_Cells,0.047951037,1598,chr12,54393261,54395760,2500,*,CD4+_T_Cells,ITGA5,protein_coding,FALSE,0.023709243
chr22,19854697,19855197,501,*,CD4+_T_Cells,0.002421567,84409,chr22,19939607,19942106,2500,*,CD4+_T_Cells,COMT,protein_coding,FALSE,-0.023538442
chr1,25796297,25796797,501,*,CD4+_T_Cells,0.045241805,85383,chr1,25882181,25884680,2500,*,CD4+_T_Cells,STMN1,protein_coding,FALSE,0.051223107
chr3,45593890,45594390,501,*,CD4+_T_Cells,0.045911486,92665,chr3,45687056,45689555,2500,*,CD4+_T_Cells,SACM1L,protein_coding,FALSE,-0.039867254
chr3,5136581,5137081,501,*,CD4+_T_Cells,0.033767244,13861,chr3,5120220,5122719,2500,*,CD4+_T_Cells,ARL8B,protein_coding,FALSE,0.015039756
chr6,33711522,33712022,501,*,CD4+_T_Cells,0.039909137,16729,chr6,33692293,33694792,2500,*,CD4+_T_Cells,UQCC2,protein_coding,FALSE,0.001221554
chr17,5049140,5049640,501,*,CD4+_T_Cells,0.01966189,89414,chr17,4957226,4959725,2500,*,CD4+_T_Cells,SPAG7,protein_coding,FALSE,0.009583442
chr11,34916255,34916755,501,*,CD4+_T_Cells,0.020586206,220114,chr11,35136870,35139369,2500,*,CD4+_T_Cells,CD44,protein_coding,FALSE,-0.053822508
chr7,5822875,5823375,501,*,CD4+_T_Cells,0.015658979,196868,chr7,6020244,6022743,2500,*,CD4+_T_Cells,EIF2AK1,protein_coding,FALSE,0.028820902
chr11,72041082,72041582,501,*,CD4+_T_Cells,-0.011423123,37718,chr11,72000864,72003363,2500,*,CD4+_T_Cells,NUMA1,protein_coding,FALSE,0.00668063
chr16,28987778,28988278,501,*,CD4+_T_Cells,0.038909896,2452,chr16,28982826,28985325,2500,*,CD4+_T_Cells,LAT,protein_coding,FALSE,-0.01204674
chr20,3768750,3769250,501,*,CD4+_T_Cells,0.044894206,12600,chr20,3781851,3784350,2500,*,CD4+_T_Cells,CENPB,protein_coding,FALSE,0.05619298
chr4,39637970,39638470,501,*,CD4+_T_Cells,0.046668799,57573,chr4,39696044,39698543,2500,*,CD4+_T_Cells,UBE2K,protein_coding,FALSE,-0.001082452
chr11,67353392,67353892,501,*,CD4+_T_Cells,0.030916111,2115,chr11,67348777,67351276,2500,*,CD4+_T_Cells,POLD4,protein_coding,FALSE,0.031918499
chr12,6278594,6279094,501,*,CD4+_T_Cells,0.047582437,47662,chr12,6326757,6329256,2500,*,CD4+_T_Cells,TNFRSF1A,protein_coding,FALSE,0.076057992
chr8,70401899,70402399,501,*,CD4+_T_Cells,-0.001406914,169042,chr8,70571442,70573941,2500,*,CD4+_T_Cells,TRAM1,protein_coding,FALSE,0.028665046
chr1,113073409,113073909,501,*,CD4+_T_Cells,-0.016580954,371803,chr1,112699106,112701605,2500,*,CD4+_T_Cells,RHOC,protein_coding,FALSE,0.054217003
chr13,114281610,114282110,501,*,CD4+_T_Cells,0.026738668,0,chr13,114279584,114282083,2500,*,CD4+_T_Cells,UPF3A,protein_coding,FALSE,-0.016155773
chr17,64780194,64780694,501,*,CD4+_T_Cells,-0.003743537,228020,chr17,65008715,65011214,2500,*,CD4+_T_Cells,GNA13,protein_coding,FALSE,0.055954184
chr5,176388806,176389306,501,*,CD4+_T_Cells,0.014675313,0,chr5,176386747,176389246,2500,*,CD4+_T_Cells,HIGD2A,protein_coding,FALSE,-0.085856387
chr9,128829603,128830103,501,*,CD4+_T_Cells,0.005244757,108234,chr9,128718869,128721368,2500,*,CD4+_T_Cells,ZDHHC12,protein_coding,FALSE,0.022472801
chr15,88622132,88622632,501,*,CD4+_T_Cells,-0.010185036,11520,chr15,88634153,88636652,2500,*,CD4+_T_Cells,ISG20,protein_coding,FALSE,-0.001152333
chr2,135531649,135532149,501,*,CD4+_T_Cells,-0.014493418,0,chr2,135529455,135531954,2500,*,CD4+_T_Cells,R3HDM1,protein_coding,FALSE,-0.012944722
chr8,142726338,142726838,501,*,CD4+_T_Cells,0.052781451,289143,chr8,143015982,143018481,2500,*,CD4+_T_Cells,LY6E,protein_coding,FALSE,0.008037792
chr9,20622837,20623337,501,*,CD4+_T_Cells,0.039312832,280672,chr9,20339665,20342164,2500,*,CD4+_T_Cells,MLLT3,protein_coding,FALSE,-0.011352728
chr21,36385097,36385597,501,*,CD4+_T_Cells,-0.002298047,64408,chr21,36318189,36320688,2500,*,CD4+_T_Cells,MORC3,protein_coding,FALSE,0.015620858
chr3,9731063,9731563,501,*,CD4+_T_Cells,-0.006816083,46296,chr3,9777860,9780359,2500,*,CD4+_T_Cells,TADA3,protein_coding,FALSE,-0.014147517
chr12,569695,570195,501,*,CD4+_T_Cells,-0.012137653,180397,chr12,750593,753092,2500,*,CD4+_T_Cells,WNK1,protein_coding,FALSE,-0.113201548
chr15,60592351,60592851,501,*,CD4+_T_Cells,-0.008675345,103567,chr15,60486284,60488783,2500,*,CD4+_T_Cells,RORA,protein_coding,FALSE,-0.063156988
chr6,2932112,2932612,501,*,CD4+_T_Cells,-0.018476046,13546,chr6,2946159,2948658,2500,*,CD4+_T_Cells,SERPINB6,protein_coding,FALSE,0.007349028
chr10,23438705,23439205,501,*,CD4+_T_Cells,0.02456485,903356,chr10,22532849,22535348,2500,*,CD4+_T_Cells,PIP4K2A,protein_coding,FALSE,0.026021502
chr12,132444800,132445300,501,*,CD4+_T_Cells,0.041376,278202,chr12,132723503,132726002,2500,*,CD4+_T_Cells,ANKLE2,protein_coding,FALSE,-0.001562473
chr13,24270498,24270998,501,*,CD4+_T_Cells,-0.010470804,147927,chr13,24418926,24421425,2500,*,CD4+_T_Cells,PARP4,protein_coding,FALSE,-0.029529005
chr4,155376113,155376613,501,*,CD4+_T_Cells,-0.02034851,2756981,chr4,152616632,152619131,2500,*,CD4+_T_Cells,TMEM154,protein_coding,FALSE,0.013322156
chr2,24793121,24793621,501,*,CD4+_T_Cells,-0.004974054,2887,chr2,24787734,24790233,2500,*,CD4+_T_Cells,PTRHD1,protein_coding,FALSE,-0.078661511
chr16,3134718,3135218,501,*,CD4+_T_Cells,0.022657509,68921,chr16,3063297,3065796,2500,*,CD4+_T_Cells,IL32,protein_coding,FALSE,-0.021870554
chr12,121590456,121590956,501,*,CD4+_T_Cells,0.032219765,33593,chr12,121624550,121627049,2500,*,CD4+_T_Cells,ORAI1,protein_coding,FALSE,0.044532068
chr2,197198821,197199321,501,*,CD4+_T_Cells,0.016462986,188462,chr2,197387784,197390283,2500,*,CD4+_T_Cells,SF3B1,protein_coding,FALSE,0.041594841
chr4,56386677,56387177,501,*,CD4+_T_Cells,0.050334545,77737,chr4,56464915,56467414,2500,*,CD4+_T_Cells,SRP72,protein_coding,FALSE,0.020407516
